# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_fdr_bh	study_items
GO:0035924	BP	e	cellular response to vascular endothelial growth factor stimulus	3/1277	27/43182	0.044540181912470486	5	3	1.0	0.33761291591524767	301, 5587, 9270
GO:0007422	BP	e	peripheral nervous system development	3/1277	27/43182	0.044540181912470486	4	3	1.0	0.33761291591524767	224, 1910, 2065
GO:0006383	BP	e	transcription by RNA polymerase III	3/1277	27/43182	0.044540181912470486	9	3	1.0	0.33761291591524767	2971, 5437, 9533
GO:0006306	BP	e	DNA methylation	3/1277	27/43182	0.044540181912470486	9	3	1.0	0.33761291591524767	1788, 2146, 3070
GO:0071466	BP	e	cellular response to xenobiotic stimulus	5/1277	66/43182	0.045639235254919676	4	5	1.0	0.34551368840284435	19, 1393, 2822, 7410, 9370
GO:0016236	BP	e	macroautophagy	5/1277	66/43182	0.045639235254919676	5	5	1.0	0.34551368840284435	4077, 10490, 27072, 55048, 440738
GO:0042789	BP	e	mRNA transcription by RNA polymerase II	4/1277	46/43182	0.04660608314446905	10	4	1.0	0.350661389387157	5468, 6256, 6281, 7421
GO:0008630	BP	e	intrinsic apoptotic signaling pathway in response to DNA damage	4/1277	46/43182	0.04660608314446905	7	4	1.0	0.350661389387157	835, 2810, 8870, 10018
GO:0050673	BP	e	epithelial cell proliferation	4/1277	46/43182	0.04660608314446905	3	4	1.0	0.350661389387157	657, 2246, 2719, 80004
GO:0009303	BP	e	rRNA transcription	2/1277	12/43182	0.04738434011421561	10	2	1.0	0.350661389387157	2971, 284119
GO:0006940	BP	e	regulation of smooth muscle contraction	2/1277	12/43182	0.04738434011421561	7	2	1.0	0.350661389387157	477, 857
GO:0031076	BP	e	embryonic camera-type eye development	2/1277	12/43182	0.04738434011421561	7	2	1.0	0.350661389387157	8854, 10848
GO:0022407	BP	e	regulation of cell-cell adhesion	2/1277	12/43182	0.04738434011421561	5	2	1.0	0.350661389387157	51201, 100133941
GO:0098915	BP	e	membrane repolarization during ventricular cardiac muscle cell action potential	2/1277	12/43182	0.04738434011421561	7	2	1.0	0.350661389387157	3764, 10008
GO:0046325	BP	e	negative regulation of glucose import	2/1277	12/43182	0.04738434011421561	8	2	1.0	0.350661389387157	3952, 55022
GO:0045616	BP	e	regulation of keratinocyte differentiation	2/1277	12/43182	0.04738434011421561	7	2	1.0	0.350661389387157	6093, 7538
GO:0009650	BP	e	UV protection	2/1277	12/43182	0.04738434011421561	6	2	1.0	0.350661389387157	847, 4239
GO:0086012	BP	e	membrane depolarization during cardiac muscle cell action potential	2/1277	12/43182	0.04738434011421561	6	2	1.0	0.350661389387157	477, 6330
GO:0035313	BP	e	wound healing, spreading of epidermal cells	2/1277	12/43182	0.04738434011421561	5	2	1.0	0.350661389387157	3688, 83478
GO:0040015	BP	e	negative regulation of multicellular organism growth	2/1277	12/43182	0.04738434011421561	6	2	1.0	0.350661389387157	153, 154
GO:0003181	BP	e	atrioventricular valve morphogenesis	2/1277	12/43182	0.04738434011421561	4	2	1.0	0.350661389387157	650, 6586
GO:0003198	BP	e	epithelial to mesenchymal transition involved in endocardial cushion formation	2/1277	12/43182	0.04738434011421561	7	2	1.0	0.350661389387157	4487, 55273
GO:0050732	BP	e	negative regulation of peptidyl-tyrosine phosphorylation	2/1277	12/43182	0.04738434011421561	10	2	1.0	0.350661389387157	2039, 5590
GO:0099558	BP	e	maintenance of synapse structure	2/1277	12/43182	0.04738434011421561	6	2	1.0	0.350661389387157	22871, 91584
GO:0032233	BP	e	positive regulation of actin filament bundle assembly	2/1277	12/43182	0.04738434011421561	10	2	1.0	0.350661389387157	11346, 171024
GO:0006518	BP	e	peptide metabolic process	2/1277	12/43182	0.04738434011421561	4	2	1.0	0.350661389387157	1368, 4311
GO:0010389	BP	e	regulation of G2/M transition of mitotic cell cycle	2/1277	12/43182	0.04738434011421561	8	2	1.0	0.350661389387157	1063, 6790
GO:0071806	BP	e	protein transmembrane transport	2/1277	12/43182	0.04738434011421561	7	2	1.0	0.350661389387157	19, 1910
GO:0006090	BP	e	pyruvate metabolic process	2/1277	12/43182	0.04738434011421561	7	2	1.0	0.350661389387157	4199, 5091
GO:0010954	BP	e	positive regulation of protein processing	2/1277	12/43182	0.04738434011421561	10	2	1.0	0.350661389387157	55908, 147372
GO:0043276	BP	e	anoikis	2/1277	12/43182	0.04738434011421561	5	2	1.0	0.350661389387157	5290, 23604
GO:0006825	BP	e	copper ion transport	2/1277	12/43182	0.04738434011421561	8	2	1.0	0.350661389387157	4891, 51076
GO:0001946	BP	e	lymphangiogenesis	2/1277	12/43182	0.04738434011421561	3	2	1.0	0.350661389387157	5532, 147372
GO:0086009	BP	e	membrane repolarization	2/1277	12/43182	0.04738434011421561	4	2	1.0	0.350661389387157	477, 30819
GO:0051168	BP	e	nuclear export	2/1277	12/43182	0.04738434011421561	7	2	1.0	0.350661389387157	5905, 7329
GO:0006071	BP	e	glycerol metabolic process	2/1277	12/43182	0.04738434011421561	7	2	1.0	0.350661389387157	5321, 84649
GO:2001214	BP	e	positive regulation of vasculogenesis	2/1277	12/43182	0.04738434011421561	6	2	1.0	0.350661389387157	947, 55273
GO:0051549	BP	e	positive regulation of keratinocyte migration	2/1277	12/43182	0.04738434011421561	8	2	1.0	0.350661389387157	2252, 54566
GO:0030174	BP	e	regulation of DNA-templated DNA replication initiation	2/1277	12/43182	0.04738434011421561	9	2	1.0	0.350661389387157	4171, 4173
GO:0032026	BP	e	response to magnesium ion	2/1277	12/43182	0.04738434011421561	5	2	1.0	0.350661389387157	368, 654
GO:0061723	BP	e	glycophagy	2/1277	12/43182	0.04738434011421561	6	2	1.0	0.350661389387157	8987, 23710
GO:0003272	BP	e	endocardial cushion formation	2/1277	12/43182	0.04738434011421561	3	2	1.0	0.350661389387157	650, 657
GO:0030518	BP	e	intracellular steroid hormone receptor signaling pathway	2/1277	12/43182	0.04738434011421561	7	2	1.0	0.350661389387157	2908, 8611
GO:0033344	BP	e	cholesterol efflux	3/1277	28/43182	0.04882291133991915	8	3	1.0	0.3543688586812591	19, 338, 10351
GO:0035116	BP	e	embryonic hindlimb morphogenesis	3/1277	28/43182	0.04882291133991915	6	3	1.0	0.3543688586812591	2719, 4487, 7704
GO:0048714	BP	e	positive regulation of oligodendrocyte differentiation	3/1277	28/43182	0.04882291133991915	10	3	1.0	0.3543688586812591	443, 9444, 90865
GO:0006890	BP	e	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	4/1277	48/43182	0.05310180038439592	6	4	1.0	0.3543688586812591	6892, 8613, 26958, 51226
GO:0000086	BP	e	G2/M transition of mitotic cell cycle	4/1277	48/43182	0.05310180038439592	5	4	1.0	0.3543688586812591	801, 891, 983, 6790
GO:0090102	BP	e	cochlea development	3/1277	29/43182	0.05329892019176231	3	3	1.0	0.3543688586812591	3280, 4171, 64072
GO:2001238	BP	e	positive regulation of extrinsic apoptotic signaling pathway	3/1277	29/43182	0.05329892019176231	8	3	1.0	0.3543688586812591	857, 7099, 50486
GO:0070979	BP	e	protein K11-linked ubiquitination	3/1277	29/43182	0.05329892019176231	11	3	1.0	0.3543688586812591	11065, 51433, 51619
GO:0007094	BP	e	mitotic spindle assembly checkpoint signaling	3/1277	29/43182	0.05329892019176231	12	3	1.0	0.3543688586812591	991, 1063, 11130
GO:0046655	BP	e	folic acid metabolic process	2/1277	13/43182	0.05492528578984986	7	2	1.0	0.3543688586812591	6470, 10797
GO:0032801	BP	e	receptor catabolic process	2/1277	13/43182	0.05492528578984986	5	2	1.0	0.3543688586812591	823, 51100
GO:0071468	BP	e	cellular response to acidic pH	2/1277	13/43182	0.05492528578984986	6	2	1.0	0.3543688586812591	6548, 11261
GO:0019985	BP	e	translesion synthesis	2/1277	13/43182	0.05492528578984986	9	2	1.0	0.3543688586812591	9768, 51514
GO:0006623	BP	e	protein targeting to vacuole	2/1277	13/43182	0.05492528578984986	8	2	1.0	0.3543688586812591	27072, 55048
GO:0042659	BP	e	regulation of cell fate specification	2/1277	13/43182	0.05492528578984986	5	2	1.0	0.3543688586812591	1108, 5928
GO:0046039	BP	e	GTP metabolic process	2/1277	13/43182	0.05492528578984986	10	2	1.0	0.3543688586812591	23433, 50808
GO:0140052	BP	e	cellular response to oxidised low-density lipoprotein particle stimulus	2/1277	13/43182	0.05492528578984986	7	2	1.0	0.3543688586812591	948, 7099
GO:1903428	BP	e	positive regulation of reactive oxygen species biosynthetic process	2/1277	13/43182	0.05492528578984986	7	2	1.0	0.3543688586812591	948, 7099
GO:0035331	BP	e	negative regulation of hippo signaling	2/1277	13/43182	0.05492528578984986	8	2	1.0	0.3543688586812591	9686, 23286
GO:0001952	BP	e	regulation of cell-matrix adhesion	2/1277	13/43182	0.05492528578984986	6	2	1.0	0.3543688586812591	683, 780
GO:0061029	BP	e	eyelid development in camera-type eye	2/1277	13/43182	0.05492528578984986	3	2	1.0	0.3543688586812591	3624, 7020
GO:0032963	BP	e	collagen metabolic process	2/1277	13/43182	0.05492528578984986	2	2	1.0	0.3543688586812591	7148, 23371
GO:0050708	BP	e	regulation of protein secretion	2/1277	13/43182	0.05492528578984986	8	2	1.0	0.3543688586812591	3993, 25807
GO:0060644	BP	e	mammary gland epithelial cell differentiation	2/1277	13/43182	0.05492528578984986	5	2	1.0	0.3543688586812591	2247, 3664
GO:1903427	BP	e	negative regulation of reactive oxygen species biosynthetic process	2/1277	13/43182	0.05492528578984986	7	2	1.0	0.3543688586812591	225, 8837
GO:0045019	BP	e	negative regulation of nitric oxide biosynthetic process	2/1277	13/43182	0.05492528578984986	7	2	1.0	0.3543688586812591	857, 9104
GO:0006287	BP	e	base-excision repair, gap-filling	2/1277	13/43182	0.05492528578984986	7	2	1.0	0.3543688586812591	3978, 5424
GO:0006164	BP	e	purine nucleotide biosynthetic process	2/1277	13/43182	0.05492528578984986	9	2	1.0	0.3543688586812591	2618, 5471
GO:0085020	BP	e	protein K6-linked ubiquitination	2/1277	13/43182	0.05492528578984986	11	2	1.0	0.3543688586812591	580, 51619
GO:0051014	BP	e	actin filament severing	2/1277	13/43182	0.05492528578984986	3	2	1.0	0.3543688586812591	1073, 2934
GO:0046839	BP	e	phospholipid dephosphorylation	2/1277	13/43182	0.05492528578984986	6	2	1.0	0.3543688586812591	8611, 8613
GO:0002024	BP	e	diet induced thermogenesis	2/1277	13/43182	0.05492528578984986	3	2	1.0	0.3543688586812591	153, 154
GO:0007398	BP	e	ectoderm development	2/1277	13/43182	0.05492528578984986	4	2	1.0	0.3543688586812591	657, 57669
GO:0002357	BP	e	defense response to tumor cell	2/1277	13/43182	0.05492528578984986	4	2	1.0	0.3543688586812591	9314, 27303
GO:0046475	BP	e	glycerophospholipid catabolic process	2/1277	13/43182	0.05492528578984986	7	2	1.0	0.3543688586812591	5321, 9588
GO:0010564	BP	e	regulation of cell cycle process	2/1277	13/43182	0.05492528578984986	5	2	1.0	0.3543688586812591	274, 123879
GO:0045737	BP	e	positive regulation of cyclin-dependent protein serine/threonine kinase activity	2/1277	13/43182	0.05492528578984986	12	2	1.0	0.3543688586812591	28984, 84722
GO:0060134	BP	e	prepulse inhibition	2/1277	13/43182	0.05492528578984986	6	2	1.0	0.3543688586812591	5728, 57680
GO:0016050	BP	e	vesicle organization	2/1277	13/43182	0.05492528578984986	5	2	1.0	0.3543688586812591	857, 858
GO:0097242	BP	e	amyloid-beta clearance	2/1277	13/43182	0.05492528578984986	2	2	1.0	0.3543688586812591	4035, 4311
GO:0010867	BP	e	positive regulation of triglyceride biosynthetic process	2/1277	13/43182	0.05492528578984986	8	2	1.0	0.3543688586812591	2822, 9104
GO:0007096	BP	e	regulation of exit from mitosis	2/1277	13/43182	0.05492528578984986	8	2	1.0	0.3543688586812591	1028, 8555
GO:0050890	BP	e	cognition	4/1277	49/43182	0.056524454573333764	4	4	1.0	0.3543688586812591	3973, 9993, 10752, 55180
GO:0032092	BP	e	positive regulation of protein binding	4/1277	49/43182	0.056524454573333764	5	4	1.0	0.3543688586812591	650, 857, 4035, 7122
GO:0019228	BP	e	neuronal action potential	3/1277	30/43182	0.05796455218205681	5	3	1.0	0.3543688586812591	3737, 4882, 6330
GO:0021915	BP	e	neural tube development	3/1277	30/43182	0.05796455218205681	5	3	1.0	0.3543688586812591	8854, 51057, 79977
GO:0001578	BP	e	microtubule bundle formation	3/1277	30/43182	0.05796455218205681	7	3	1.0	0.3543688586812591	11261, 51673, 84722
GO:0071345	BP	e	cellular response to cytokine stimulus	3/1277	30/43182	0.05796455218205681	5	3	1.0	0.3543688586812591	19, 4311, 55022
GO:0060828	BP	e	regulation of canonical Wnt signaling pathway	3/1277	30/43182	0.05796455218205681	7	3	1.0	0.3543688586812591	2719, 23500, 83595
GO:0034113	BP	e	heterotypic cell-cell adhesion	3/1277	30/43182	0.05796455218205681	4	3	1.0	0.3543688586812591	3679, 3688, 55742
GO:0031507	BP	e	heterochromatin formation	3/1277	30/43182	0.05796455218205681	10	3	1.0	0.3543688586812591	2146, 11335, 29128
GO:2000463	BP	e	positive regulation of excitatory postsynaptic potential	3/1277	30/43182	0.05796455218205681	8	3	1.0	0.3543688586812591	5590, 5728, 22871
GO:0048008	BP	e	platelet-derived growth factor receptor signaling pathway	3/1277	30/43182	0.05796455218205681	8	3	1.0	0.3543688586812591	2241, 5781, 84159
GO:0090191	BP	e	negative regulation of branching involved in ureteric bud morphogenesis	1/1277	2/43182	0.058271145549508414	7	1	1.0	0.3543688586812591	4070
GO:0035483	BP	e	gastric emptying	1/1277	2/43182	0.058271145549508414	5	1	1.0	0.3543688586812591	4882
GO:0001994	BP	e	norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure	1/1277	2/43182	0.058271145549508414	8	1	1.0	0.3543688586812591	148
GO:0039694	BP	e	viral RNA genome replication	1/1277	2/43182	0.058271145549508414	8	1	1.0	0.3543688586812591	5094
GO:0014866	BP	e	skeletal myofibril assembly	1/1277	2/43182	0.058271145549508414	9	1	1.0	0.3543688586812591	8837
GO:1903051	BP	e	negative regulation of proteolysis involved in protein catabolic process	1/1277	2/43182	0.058271145549508414	8	1	1.0	0.3543688586812591	1942
GO:0019543	BP	e	propionate catabolic process	1/1277	2/43182	0.058271145549508414	10	1	1.0	0.3543688586812591	5105
GO:0031620	BP	e	regulation of fever generation	1/1277	2/43182	0.058271145549508414	8	1	1.0	0.3543688586812591	1910
GO:1904899	BP	e	positive regulation of hepatic stellate cell proliferation	1/1277	2/43182	0.058271145549508414	7	1	1.0	0.3543688586812591	4921
GO:0002759	BP	e	regulation of antimicrobial humoral response	1/1277	2/43182	0.058271145549508414	6	1	1.0	0.3543688586812591	55012
GO:0035794	BP	e	positive regulation of mitochondrial membrane permeability	1/1277	2/43182	0.058271145549508414	8	1	1.0	0.3543688586812591	6548
GO:0050746	BP	e	regulation of lipoprotein metabolic process	1/1277	2/43182	0.058271145549508414	6	1	1.0	0.3543688586812591	55908
GO:0099039	BP	e	sphingolipid translocation	1/1277	2/43182	0.058271145549508414	7	1	1.0	0.3543688586812591	19
GO:0061031	BP	e	endodermal digestive tract morphogenesis	1/1277	2/43182	0.058271145549508414	5	1	1.0	0.3543688586812591	64321
GO:0070094	BP	e	positive regulation of glucagon secretion	1/1277	2/43182	0.058271145549508414	10	1	1.0	0.3543688586812591	338557
GO:0140112	BP	e	extracellular vesicle biogenesis	1/1277	2/43182	0.058271145549508414	4	1	1.0	0.3543688586812591	92714
GO:2001106	BP	e	regulation of Rho guanyl-nucleotide exchange factor activity	1/1277	2/43182	0.058271145549508414	7	1	1.0	0.3543688586812591	9236
GO:0002353	BP	e	plasma kallikrein-kinin cascade	1/1277	2/43182	0.058271145549508414	8	1	1.0	0.3543688586812591	2161
GO:0001704	BP	e	formation of primary germ layer	1/1277	2/43182	0.058271145549508414	3	1	1.0	0.3543688586812591	84913
GO:0071963	BP	e	establishment or maintenance of cell polarity regulating cell shape	1/1277	2/43182	0.058271145549508414	7	1	1.0	0.3543688586812591	2011
GO:0070124	BP	e	mitochondrial translational initiation	1/1277	2/43182	0.058271145549508414	4	1	1.0	0.3543688586812591	219402
GO:0032817	BP	e	regulation of natural killer cell proliferation	1/1277	2/43182	0.058271145549508414	8	1	1.0	0.3543688586812591	3952
GO:1904719	BP	e	positive regulation of AMPA glutamate receptor clustering	1/1277	2/43182	0.058271145549508414	10	1	1.0	0.3543688586812591	51201
GO:0002093	BP	e	auditory receptor cell morphogenesis	1/1277	2/43182	0.058271145549508414	5	1	1.0	0.3543688586812591	51057
GO:0014013	BP	e	regulation of gliogenesis	1/1277	2/43182	0.058271145549508414	7	1	1.0	0.3543688586812591	2146
GO:0021633	BP	e	optic nerve structural organization	1/1277	2/43182	0.058271145549508414	4	1	1.0	0.3543688586812591	3737
GO:0051255	BP	e	spindle midzone assembly	1/1277	2/43182	0.058271145549508414	5	1	1.0	0.3543688586812591	26112
GO:0070994	BP	e	detection of oxidative stress	1/1277	2/43182	0.058271145549508414	4	1	1.0	0.3543688586812591	9370
GO:0097037	BP	e	heme export	1/1277	2/43182	0.058271145549508414	11	1	1.0	0.3543688586812591	28982
GO:1901019	BP	e	regulation of calcium ion transmembrane transporter activity	1/1277	2/43182	0.058271145549508414	9	1	1.0	0.3543688586812591	287
GO:0072697	BP	e	protein localization to cell cortex	1/1277	2/43182	0.058271145549508414	6	1	1.0	0.3543688586812591	7430
GO:0071231	BP	e	cellular response to folic acid	1/1277	2/43182	0.058271145549508414	8	1	1.0	0.3543688586812591	2350
GO:0070165	BP	e	positive regulation of adiponectin secretion	1/1277	2/43182	0.058271145549508414	10	1	1.0	0.3543688586812591	5468
GO:0072203	BP	e	cell proliferation involved in metanephros development	1/1277	2/43182	0.058271145549508414	4	1	1.0	0.3543688586812591	2719
GO:0086067	BP	e	AV node cell to bundle of His cell communication	1/1277	2/43182	0.058271145549508414	4	1	1.0	0.3543688586812591	1525
GO:0010841	BP	e	positive regulation of circadian sleep/wake cycle, wakefulness	1/1277	2/43182	0.058271145549508414	7	1	1.0	0.3543688586812591	22871
GO:1902410	BP	e	mitotic cytokinetic process	1/1277	2/43182	0.058271145549508414	4	1	1.0	0.3543688586812591	200942
GO:1905373	BP	e	ceramide phosphoethanolamine biosynthetic process	1/1277	2/43182	0.058271145549508414	8	1	1.0	0.3543688586812591	142891
GO:0043966	BP	e	histone H3 acetylation	1/1277	2/43182	0.058271145549508414	11	1	1.0	0.3543688586812591	8850
GO:0034111	BP	e	negative regulation of homotypic cell-cell adhesion	1/1277	2/43182	0.058271145549508414	7	1	1.0	0.3543688586812591	5962
GO:0044029	BP	e	positive regulation of gene expression via CpG island demethylation	1/1277	2/43182	0.058271145549508414	9	1	1.0	0.3543688586812591	64855
GO:0072180	BP	e	mesonephric duct morphogenesis	1/1277	2/43182	0.058271145549508414	9	1	1.0	0.3543688586812591	2719
GO:1901492	BP	e	positive regulation of lymphangiogenesis	1/1277	2/43182	0.058271145549508414	6	1	1.0	0.3543688586812591	147372
GO:1904139	BP	e	regulation of microglial cell migration	1/1277	2/43182	0.058271145549508414	8	1	1.0	0.3543688586812591	64805
GO:0086029	BP	e	Purkinje myocyte to ventricular cardiac muscle cell signaling	1/1277	2/43182	0.058271145549508414	6	1	1.0	0.3543688586812591	845
GO:1905221	BP	e	positive regulation of platelet formation	1/1277	2/43182	0.058271145549508414	9	1	1.0	0.3543688586812591	4352
GO:0072740	BP	e	cellular response to anisomycin	1/1277	2/43182	0.058271145549508414	6	1	1.0	0.3543688586812591	5603
GO:0035728	BP	e	response to hepatocyte growth factor	1/1277	2/43182	0.058271145549508414	4	1	1.0	0.3543688586812591	1398
GO:0061939	BP	e	c-di-GMP signaling	1/1277	2/43182	0.058271145549508414	5	1	1.0	0.3543688586812591	4882
